"bond_10yr","iso2c","date"
4.47,"SI",2004-10-01
4.3,"SI",2004-11-01
4.07,"SI",2004-12-01
3.87,"SI",2005-01-01
3.92,"SI",2005-02-01
3.88,"SI",2005-03-01
3.95,"SI",2005-04-01
3.92,"SI",2005-05-01
3.9,"SI",2005-06-01
3.78,"SI",2005-07-01
3.79,"SI",2005-08-01
3.74,"SI",2005-09-01
3.62,"SI",2005-10-01
3.62,"SI",2005-11-01
3.69,"SI",2005-12-01
3.73,"SI",2006-01-01
3.72,"SI",2006-02-01
3.79,"SI",2006-03-01
3.73,"SI",2006-04-01
3.73,"SI",2006-05-01
3.87,"SI",2006-06-01
3.86,"SI",2006-07-01
3.92,"SI",2006-08-01
3.98,"SI",2006-09-01
4.02,"SI",2006-10-01
3.99,"SI",2006-11-01
3.9,"SI",2006-12-01
4.23,"SI",2007-01-01
4.34,"SI",2007-02-01
4.34,"SI",2007-03-01
4.41,"SI",2007-04-01
4.49,"SI",2007-05-01
4.79,"SI",2007-06-01
4.72,"SI",2007-07-01
4.82,"SI",2007-08-01
4.68,"SI",2007-09-01
4.58,"SI",2007-10-01
4.4,"SI",2007-11-01
4.55,"SI",2007-12-01
4.39,"SI",2008-01-01
4.32,"SI",2008-02-01
4.33,"SI",2008-03-01
4.47,"SI",2008-04-01
4.61,"SI",2008-05-01
4.95,"SI",2008-06-01
5.02,"SI",2008-07-01
4.68,"SI",2008-08-01
4.68,"SI",2008-09-01
4.66,"SI",2008-10-01
4.61,"SI",2008-11-01
4.56,"SI",2008-12-01
4.7,"SI",2009-01-01
4.87,"SI",2009-02-01
4.71,"SI",2009-03-01
4.77,"SI",2009-04-01
4.76,"SI",2009-05-01
4.69,"SI",2009-06-01
4.33,"SI",2009-07-01
4.07,"SI",2009-08-01
3.96,"SI",2009-09-01
3.86,"SI",2009-10-01
3.87,"SI",2009-11-01
3.91,"SI",2009-12-01
4,"SI",2010-01-01
3.84,"SI",2010-02-01
3.94,"SI",2010-03-01
3.94,"SI",2010-04-01
3.82,"SI",2010-05-01
3.83,"SI",2010-06-01
3.87,"SI",2010-07-01
3.67,"SI",2010-08-01
3.64,"SI",2010-09-01
3.56,"SI",2010-10-01
3.77,"SI",2010-11-01
4.11,"SI",2010-12-01
4.29,"SI",2011-01-01
4.26,"SI",2011-02-01
4.3,"SI",2011-03-01
4.53,"SI",2011-04-01
4.43,"SI",2011-05-01
4.58,"SI",2011-06-01
4.89,"SI",2011-07-01
4.99,"SI",2011-08-01
4.86,"SI",2011-09-01
5.16,"SI",2011-10-01
6.46,"SI",2011-11-01
6.9,"SI",2011-12-01
6.74,"SI",2012-01-01
5.73,"SI",2012-02-01
5.08,"SI",2012-03-01
5.27,"SI",2012-04-01
5.28,"SI",2012-05-01
5.63,"SI",2012-06-01
6.34,"SI",2012-07-01
6.81,"SI",2012-08-01
6.32,"SI",2012-09-01
5.74,"SI",2012-10-01
5.43,"SI",2012-11-01
5.33,"SI",2012-12-01
4.81,"SI",2013-01-01
4.88,"SI",2013-02-01
5.09,"SI",2013-03-01
5.93,"SI",2013-04-01
5.35,"SI",2013-05-01
6.38,"SI",2013-06-01
6.58,"SI",2013-07-01
6.51,"SI",2013-08-01
6.56,"SI",2013-09-01
6.47,"SI",2013-10-01
5.91,"SI",2013-11-01
5.27,"SI",2013-12-01
4.73,"SI",2014-01-01
4.43,"SI",2014-02-01
3.85,"SI",2014-03-01
3.52,"SI",2014-04-01
3.39,"SI",2014-05-01
3.13,"SI",2014-06-01
3.16,"SI",2014-07-01
3.09,"SI",2014-08-01
2.66,"SI",2014-09-01
2.63,"SI",2014-10-01
2.54,"SI",2014-11-01
2.11,"SI",2014-12-01
1.75,"SI",2015-01-01
1.32,"SI",2015-02-01
4.75,"ZA",1957-01-01
4.75,"ZA",1957-02-01
4.75,"ZA",1957-03-01
4.75,"ZA",1957-04-01
4.75,"ZA",1957-05-01
4.75,"ZA",1957-06-01
4.75,"ZA",1957-07-01
4.75,"ZA",1957-08-01
4.75,"ZA",1957-09-01
4.75,"ZA",1957-10-01
4.75,"ZA",1957-11-01
4.75,"ZA",1957-12-01
4.75,"ZA",1958-01-01
5,"ZA",1958-02-01
5,"ZA",1958-03-01
5,"ZA",1958-04-01
5.25,"ZA",1958-05-01
5.25,"ZA",1958-06-01
5.25,"ZA",1958-07-01
5.25,"ZA",1958-08-01
5.25,"ZA",1958-09-01
5.25,"ZA",1958-10-01
5.25,"ZA",1958-11-01
5.25,"ZA",1958-12-01
5.25,"ZA",1959-01-01
5.25,"ZA",1959-02-01
5.25,"ZA",1959-03-01
5.25,"ZA",1959-04-01
5.25,"ZA",1959-05-01
5.25,"ZA",1959-06-01
5.25,"ZA",1959-07-01
5.25,"ZA",1959-08-01
5.25,"ZA",1959-09-01
5.25,"ZA",1959-10-01
5.25,"ZA",1959-11-01
5.25,"ZA",1959-12-01
5.25,"ZA",1960-01-01
5.25,"ZA",1960-02-01
5.25,"ZA",1960-03-01
5.25,"ZA",1960-04-01
5.25,"ZA",1960-05-01
5.25,"ZA",1960-06-01
5.25,"ZA",1960-07-01
5.25,"ZA",1960-08-01
5.38,"ZA",1960-09-01
5.38,"ZA",1960-10-01
5.38,"ZA",1960-11-01
5.38,"ZA",1960-12-01
5.38,"ZA",1961-01-01
5.62,"ZA",1961-02-01
5.62,"ZA",1961-03-01
5.62,"ZA",1961-04-01
5.88,"ZA",1961-05-01
5.88,"ZA",1961-06-01
5.88,"ZA",1961-07-01
5.88,"ZA",1961-08-01
5.88,"ZA",1961-09-01
5.88,"ZA",1961-10-01
5.88,"ZA",1961-11-01
5.88,"ZA",1961-12-01
5.88,"ZA",1962-01-01
5.88,"ZA",1962-02-01
5.88,"ZA",1962-03-01
5.88,"ZA",1962-04-01
5.75,"ZA",1962-05-01
5.62,"ZA",1962-06-01
5.25,"ZA",1962-07-01
5,"ZA",1962-08-01
5,"ZA",1962-09-01
5,"ZA",1962-10-01
4.75,"ZA",1962-11-01
4.75,"ZA",1962-12-01
4.75,"ZA",1963-01-01
4.75,"ZA",1963-02-01
4.75,"ZA",1963-03-01
4.75,"ZA",1963-04-01
4.75,"ZA",1963-05-01
4.75,"ZA",1963-06-01
4.75,"ZA",1963-07-01
4.75,"ZA",1963-08-01
4.75,"ZA",1963-09-01
4.75,"ZA",1963-10-01
4.75,"ZA",1963-11-01
4.75,"ZA",1963-12-01
4.75,"ZA",1964-01-01
4.75,"ZA",1964-02-01
4.75,"ZA",1964-03-01
4.75,"ZA",1964-04-01
4.75,"ZA",1964-05-01
4.75,"ZA",1964-06-01
4.75,"ZA",1964-07-01
4.75,"ZA",1964-08-01
4.75,"ZA",1964-09-01
4.75,"ZA",1964-10-01
4.75,"ZA",1964-11-01
5,"ZA",1964-12-01
5,"ZA",1965-01-01
5,"ZA",1965-02-01
5.25,"ZA",1965-03-01
5.5,"ZA",1965-04-01
5.5,"ZA",1965-05-01
5.5,"ZA",1965-06-01
5.5,"ZA",1965-07-01
6,"ZA",1965-08-01
6,"ZA",1965-09-01
6,"ZA",1965-10-01
6,"ZA",1965-11-01
6,"ZA",1965-12-01
6,"ZA",1966-01-01
6,"ZA",1966-02-01
6,"ZA",1966-03-01
6,"ZA",1966-04-01
6,"ZA",1966-05-01
6,"ZA",1966-06-01
6.5,"ZA",1966-07-01
6.5,"ZA",1966-08-01
6.5,"ZA",1966-09-01
6.5,"ZA",1966-10-01
6.5,"ZA",1966-11-01
6.5,"ZA",1966-12-01
6.5,"ZA",1967-01-01
6.5,"ZA",1967-02-01
6.5,"ZA",1967-03-01
6.5,"ZA",1967-04-01
6.5,"ZA",1967-05-01
6.5,"ZA",1967-06-01
6.5,"ZA",1967-07-01
6.5,"ZA",1967-08-01
6.5,"ZA",1967-09-01
6.5,"ZA",1967-10-01
6.5,"ZA",1967-11-01
6.5,"ZA",1967-12-01
6.5,"ZA",1968-01-01
6.5,"ZA",1968-02-01
6.5,"ZA",1968-03-01
6.5,"ZA",1968-04-01
6.5,"ZA",1968-05-01
6.5,"ZA",1968-06-01
6.5,"ZA",1968-07-01
6.5,"ZA",1968-08-01
6.5,"ZA",1968-09-01
6.5,"ZA",1968-10-01
6.5,"ZA",1968-11-01
6.5,"ZA",1968-12-01
6.5,"ZA",1969-01-01
6.5,"ZA",1969-02-01
6.5,"ZA",1969-03-01
6.5,"ZA",1969-04-01
6.5,"ZA",1969-05-01
6.5,"ZA",1969-06-01
6.5,"ZA",1969-07-01
6.5,"ZA",1969-08-01
6.5,"ZA",1969-09-01
6.5,"ZA",1969-10-01
6.5,"ZA",1969-11-01
6.5,"ZA",1969-12-01
6.5,"ZA",1970-01-01
6.5,"ZA",1970-02-01
6.5,"ZA",1970-03-01
6.5,"ZA",1970-04-01
7,"ZA",1970-05-01
7,"ZA",1970-06-01
7,"ZA",1970-07-01
7.75,"ZA",1970-08-01
7.75,"ZA",1970-09-01
7.75,"ZA",1970-10-01
7.75,"ZA",1970-11-01
7.75,"ZA",1970-12-01
7.75,"ZA",1971-01-01
7.75,"ZA",1971-02-01
8.5,"ZA",1971-03-01
8.5,"ZA",1971-04-01
8.5,"ZA",1971-05-01
8.5,"ZA",1971-06-01
8.5,"ZA",1971-07-01
8.5,"ZA",1971-08-01
8.5,"ZA",1971-09-01
8.5,"ZA",1971-10-01
8.5,"ZA",1971-11-01
8.5,"ZA",1971-12-01
8.5,"ZA",1972-01-01
8.5,"ZA",1972-02-01
8.5,"ZA",1972-03-01
8.5,"ZA",1972-04-01
8.5,"ZA",1972-05-01
8.5,"ZA",1972-06-01
8.5,"ZA",1972-07-01
8.25,"ZA",1972-08-01
8.12,"ZA",1972-09-01
8.12,"ZA",1972-10-01
8.12,"ZA",1972-11-01
8.13,"ZA",1972-12-01
8.12,"ZA",1973-01-01
8.12,"ZA",1973-02-01
7.75,"ZA",1973-03-01
7.75,"ZA",1973-04-01
7.75,"ZA",1973-05-01
7.75,"ZA",1973-06-01
7.75,"ZA",1973-07-01
7.75,"ZA",1973-08-01
7.75,"ZA",1973-09-01
7.75,"ZA",1973-10-01
7.75,"ZA",1973-11-01
8,"ZA",1973-12-01
8.25,"ZA",1974-01-01
8.25,"ZA",1974-02-01
8.25,"ZA",1974-03-01
8.25,"ZA",1974-04-01
8.25,"ZA",1974-05-01
8.5,"ZA",1974-06-01
9.25,"ZA",1974-07-01
9.75,"ZA",1974-08-01
9.75,"ZA",1974-09-01
9.75,"ZA",1974-10-01
9.75,"ZA",1974-11-01
9.5,"ZA",1974-12-01
9.5,"ZA",1975-01-01
9.5,"ZA",1975-02-01
9.5,"ZA",1975-03-01
9.5,"ZA",1975-04-01
9.5,"ZA",1975-05-01
9.5,"ZA",1975-06-01
9.5,"ZA",1975-07-01
10,"ZA",1975-08-01
10,"ZA",1975-09-01
10,"ZA",1975-10-01
10,"ZA",1975-11-01
10,"ZA",1975-12-01
10.17,"ZA",1976-01-01
10.02,"ZA",1976-02-01
9.92,"ZA",1976-03-01
9.99,"ZA",1976-04-01
10.01,"ZA",1976-05-01
10.04,"ZA",1976-06-01
10.02,"ZA",1976-07-01
10.5,"ZA",1976-08-01
11.24,"ZA",1976-09-01
11.23,"ZA",1976-10-01
11.1,"ZA",1976-11-01
11,"ZA",1976-12-01
11.17,"ZA",1977-01-01
11.11,"ZA",1977-02-01
11.08,"ZA",1977-03-01
11.26,"ZA",1977-04-01
11.05,"ZA",1977-05-01
11.1,"ZA",1977-06-01
11.03,"ZA",1977-07-01
11.11,"ZA",1977-08-01
10.9,"ZA",1977-09-01
10.9,"ZA",1977-10-01
10.7,"ZA",1977-11-01
10.69,"ZA",1977-12-01
10.88,"ZA",1978-01-01
10.8,"ZA",1978-02-01
10.75,"ZA",1978-03-01
10.67,"ZA",1978-04-01
10.58,"ZA",1978-05-01
10.57,"ZA",1978-06-01
10.57,"ZA",1978-07-01
10.34,"ZA",1978-08-01
10.2,"ZA",1978-09-01
9.89,"ZA",1978-10-01
9.78,"ZA",1978-11-01
9.72,"ZA",1978-12-01
9.34,"ZA",1979-01-01
9.07,"ZA",1979-02-01
9.11,"ZA",1979-03-01
9.1,"ZA",1979-04-01
9.35,"ZA",1979-05-01
9.35,"ZA",1979-06-01
9.49,"ZA",1979-07-01
9.33,"ZA",1979-08-01
9.17,"ZA",1979-09-01
9.15,"ZA",1979-10-01
9.34,"ZA",1979-11-01
9.32,"ZA",1979-12-01
9.24,"ZA",1980-01-01
9.26,"ZA",1980-02-01
9.26,"ZA",1980-03-01
9.41,"ZA",1980-04-01
9.53,"ZA",1980-05-01
9.54,"ZA",1980-06-01
9.85,"ZA",1980-07-01
10.08,"ZA",1980-08-01
10.4,"ZA",1980-09-01
11.11,"ZA",1980-10-01
11.54,"ZA",1980-11-01
11.81,"ZA",1980-12-01
12.48,"ZA",1981-01-01
12.73,"ZA",1981-02-01
12.75,"ZA",1981-03-01
12.69,"ZA",1981-04-01
13.05,"ZA",1981-05-01
13.03,"ZA",1981-06-01
13.02,"ZA",1981-07-01
13.1,"ZA",1981-08-01
13.22,"ZA",1981-09-01
13.21,"ZA",1981-10-01
13.24,"ZA",1981-11-01
13.33,"ZA",1981-12-01
13.93,"ZA",1982-01-01
14.2,"ZA",1982-02-01
14.3,"ZA",1982-03-01
14.22,"ZA",1982-04-01
14.15,"ZA",1982-05-01
14.49,"ZA",1982-06-01
14.7,"ZA",1982-07-01
14.09,"ZA",1982-08-01
12.72,"ZA",1982-09-01
12.19,"ZA",1982-10-01
11.8,"ZA",1982-11-01
11.31,"ZA",1982-12-01
10.58,"ZA",1983-01-01
11.4,"ZA",1983-02-01
12.25,"ZA",1983-03-01
11.99,"ZA",1983-04-01
12.25,"ZA",1983-05-01
13.12,"ZA",1983-06-01
13.29,"ZA",1983-07-01
13.4,"ZA",1983-08-01
13.14,"ZA",1983-09-01
13.29,"ZA",1983-10-01
13.63,"ZA",1983-11-01
13.64,"ZA",1983-12-01
14.13,"ZA",1984-01-01
13.8,"ZA",1984-02-01
13.78,"ZA",1984-03-01
14.46,"ZA",1984-04-01
14.86,"ZA",1984-05-01
14.72,"ZA",1984-06-01
15.43,"ZA",1984-07-01
16,"ZA",1984-08-01
16.6,"ZA",1984-09-01
16.47,"ZA",1984-10-01
16.21,"ZA",1984-11-01
16.26,"ZA",1984-12-01
16.88,"ZA",1985-01-01
17.42,"ZA",1985-02-01
17.3,"ZA",1985-03-01
16.56,"ZA",1985-04-01
16.25,"ZA",1985-05-01
15.48,"ZA",1985-06-01
15.34,"ZA",1985-07-01
16.15,"ZA",1985-08-01
16.75,"ZA",1985-09-01
17.34,"ZA",1985-10-01
17.94,"ZA",1985-11-01
18.09,"ZA",1985-12-01
17.62,"ZA",1986-01-01
17.18,"ZA",1986-02-01
17.29,"ZA",1986-03-01
17.36,"ZA",1986-04-01
17.11,"ZA",1986-05-01
17.38,"ZA",1986-06-01
16.4,"ZA",1986-07-01
14.89,"ZA",1986-08-01
14.5,"ZA",1986-09-01
15.76,"ZA",1986-10-01
15.64,"ZA",1986-11-01
15.26,"ZA",1986-12-01
15.14,"ZA",1987-01-01
15.38,"ZA",1987-02-01
14.96,"ZA",1987-03-01
15.18,"ZA",1987-04-01
15.55,"ZA",1987-05-01
15.6,"ZA",1987-06-01
15.5,"ZA",1987-07-01
15.09,"ZA",1987-08-01
15.15,"ZA",1987-09-01
15.24,"ZA",1987-10-01
15.31,"ZA",1987-11-01
15.46,"ZA",1987-12-01
16.14,"ZA",1988-01-01
16.53,"ZA",1988-02-01
16.62,"ZA",1988-03-01
16.45,"ZA",1988-04-01
16.44,"ZA",1988-05-01
16.13,"ZA",1988-06-01
16.09,"ZA",1988-07-01
16.08,"ZA",1988-08-01
16.03,"ZA",1988-09-01
16.47,"ZA",1988-10-01
16.77,"ZA",1988-11-01
16.71,"ZA",1988-12-01
16.64,"ZA",1989-01-01
16.64,"ZA",1989-02-01
16.92,"ZA",1989-03-01
17.22,"ZA",1989-04-01
17.38,"ZA",1989-05-01
17.24,"ZA",1989-06-01
17.19,"ZA",1989-07-01
17.04,"ZA",1989-08-01
16.83,"ZA",1989-09-01
16.94,"ZA",1989-10-01
16.92,"ZA",1989-11-01
15.85,"ZA",1989-12-01
15.49,"ZA",1990-01-01
15.61,"ZA",1990-02-01
15.66,"ZA",1990-03-01
16.16,"ZA",1990-04-01
16.166,"ZA",1990-05-01
16.67,"ZA",1990-06-01
16.418,"ZA",1990-07-01
16.269,"ZA",1990-08-01
16.417,"ZA",1990-09-01
16.56,"ZA",1990-10-01
16.43,"ZA",1990-11-01
15.96,"ZA",1990-12-01
16,"ZA",1991-01-01
15.58,"ZA",1991-02-01
15.64,"ZA",1991-03-01
15.83,"ZA",1991-04-01
16.01,"ZA",1991-05-01
16.31,"ZA",1991-06-01
16.43,"ZA",1991-07-01
16.79,"ZA",1991-08-01
16.84,"ZA",1991-09-01
17.21,"ZA",1991-10-01
16.83,"ZA",1991-11-01
16.66,"ZA",1991-12-01
16.65,"ZA",1992-01-01
16.86,"ZA",1992-02-01
16.41,"ZA",1992-03-01
16.26,"ZA",1992-04-01
15.97,"ZA",1992-05-01
15.98,"ZA",1992-06-01
15.29,"ZA",1992-07-01
14.38,"ZA",1992-08-01
14.18,"ZA",1992-09-01
13.86,"ZA",1992-10-01
14.54,"ZA",1992-11-01
14.9,"ZA",1992-12-01
14.65,"ZA",1993-01-01
14.36,"ZA",1993-02-01
14.49,"ZA",1993-03-01
15.03,"ZA",1993-04-01
14.92,"ZA",1993-05-01
14.68,"ZA",1993-06-01
14.24,"ZA",1993-07-01
13.85,"ZA",1993-08-01
13.29,"ZA",1993-09-01
13.07,"ZA",1993-10-01
12.69,"ZA",1993-11-01
12.34,"ZA",1993-12-01
12.21,"ZA",1994-01-01
12.8,"ZA",1994-02-01
12.99,"ZA",1994-03-01
13.24,"ZA",1994-04-01
13.76,"ZA",1994-05-01
14.46,"ZA",1994-06-01
15.11,"ZA",1994-07-01
15.87,"ZA",1994-08-01
16.89,"ZA",1994-09-01
16.91,"ZA",1994-10-01
16.94,"ZA",1994-11-01
16.8,"ZA",1994-12-01
17.02,"ZA",1995-01-01
16.82,"ZA",1995-02-01
16.72,"ZA",1995-03-01
16.82,"ZA",1995-04-01
16.95,"ZA",1995-05-01
16.78,"ZA",1995-06-01
16.62,"ZA",1995-07-01
15.96,"ZA",1995-08-01
15.49,"ZA",1995-09-01
15.15,"ZA",1995-10-01
14.39,"ZA",1995-11-01
14.56,"ZA",1995-12-01
13.77,"ZA",1996-01-01
14.1,"ZA",1996-02-01
15.04,"ZA",1996-03-01
15.78,"ZA",1996-04-01
16.53,"ZA",1996-05-01
15.78,"ZA",1996-06-01
15.39,"ZA",1996-07-01
15.82,"ZA",1996-08-01
15.42,"ZA",1996-09-01
15.8,"ZA",1996-10-01
16.18,"ZA",1996-11-01
16.19,"ZA",1996-12-01
15.82,"ZA",1997-01-01
15.03,"ZA",1997-02-01
15.16,"ZA",1997-03-01
15.24,"ZA",1997-04-01
15.08,"ZA",1997-05-01
14.72,"ZA",1997-06-01
14.21,"ZA",1997-07-01
14.24,"ZA",1997-08-01
14.18,"ZA",1997-09-01
14.05,"ZA",1997-10-01
14.5,"ZA",1997-11-01
14.14,"ZA",1997-12-01
13.61,"ZA",1998-01-01
13.49,"ZA",1998-02-01
13.33,"ZA",1998-03-01
12.92,"ZA",1998-04-01
13.46,"ZA",1998-05-01
14.6,"ZA",1998-06-01
15.89,"ZA",1998-07-01
16.95,"ZA",1998-08-01
18.3,"ZA",1998-09-01
16.51,"ZA",1998-10-01
16.05,"ZA",1998-11-01
16.36,"ZA",1998-12-01
15.89,"ZA",1999-01-01
14.88,"ZA",1999-02-01
14.54,"ZA",1999-03-01
14.58,"ZA",1999-04-01
15.14,"ZA",1999-05-01
14.93,"ZA",1999-06-01
14.97,"ZA",1999-07-01
15.28,"ZA",1999-08-01
15.35,"ZA",1999-09-01
15,"ZA",1999-10-01
14.3,"ZA",1999-11-01
13.96,"ZA",1999-12-01
13.49,"ZA",2000-01-01
13.5,"ZA",2000-02-01
13.92,"ZA",2000-03-01
14.27,"ZA",2000-04-01
14.79,"ZA",2000-05-01
14.33,"ZA",2000-06-01
13.9,"ZA",2000-07-01
13.52,"ZA",2000-08-01
13.72,"ZA",2000-09-01
13.72,"ZA",2000-10-01
13.4,"ZA",2000-11-01
12.88,"ZA",2000-12-01
12.61,"ZA",2001-01-01
11.97,"ZA",2001-02-01
11.79,"ZA",2001-03-01
12.17,"ZA",2001-04-01
11.93,"ZA",2001-05-01
11.32,"ZA",2001-06-01
10.9,"ZA",2001-07-01
10.75,"ZA",2001-08-01
10.81,"ZA",2001-09-01
10.73,"ZA",2001-10-01
10.27,"ZA",2001-11-01
11.63,"ZA",2001-12-01
11.61,"ZA",2002-01-01
11.89,"ZA",2002-02-01
12.63,"ZA",2002-03-01
12.47,"ZA",2002-04-01
11.66,"ZA",2002-05-01
11.6,"ZA",2002-06-01
11.15,"ZA",2002-07-01
11.08,"ZA",2002-08-01
11.35,"ZA",2002-09-01
11.27,"ZA",2002-10-01
10.86,"ZA",2002-11-01
10.44,"ZA",2002-12-01
10.17,"ZA",2003-01-01
9.94,"ZA",2003-02-01
10,"ZA",2003-03-01
9.93,"ZA",2003-04-01
9.76,"ZA",2003-05-01
9.26,"ZA",2003-06-01
9.57,"ZA",2003-07-01
9.59,"ZA",2003-08-01
9.61,"ZA",2003-09-01
9.13,"ZA",2003-10-01
9.28,"ZA",2003-11-01
9.15,"ZA",2003-12-01
9.27,"ZA",2004-01-01
9.4,"ZA",2004-02-01
9.6,"ZA",2004-03-01
9.85,"ZA",2004-04-01
10.24,"ZA",2004-05-01
10.38,"ZA",2004-06-01
10.08,"ZA",2004-07-01
9.72,"ZA",2004-08-01
9.28,"ZA",2004-09-01
9.16,"ZA",2004-10-01
8.96,"ZA",2004-11-01
8.38,"ZA",2004-12-01
8.2,"ZA",2005-01-01
7.85,"ZA",2005-02-01
8.21,"ZA",2005-03-01
8.45,"ZA",2005-04-01
8.4,"ZA",2005-05-01
8.08,"ZA",2005-06-01
8.12,"ZA",2005-07-01
7.9,"ZA",2005-08-01
8.04,"ZA",2005-09-01
8.1,"ZA",2005-10-01
7.88,"ZA",2005-11-01
7.57,"ZA",2005-12-01
7.37,"ZA",2006-01-01
7.26,"ZA",2006-02-01
7.36,"ZA",2006-03-01
7.46,"ZA",2006-04-01
7.63,"ZA",2006-05-01
8.29,"ZA",2006-06-01
8.58,"ZA",2006-07-01
8.59,"ZA",2006-08-01
8.64,"ZA",2006-09-01
8.39,"ZA",2006-10-01
7.87,"ZA",2006-11-01
7.81,"ZA",2006-12-01
7.65,"ZA",2007-01-01
7.5,"ZA",2007-02-01
7.59,"ZA",2007-03-01
7.64,"ZA",2007-04-01
7.58,"ZA",2007-05-01
8.1,"ZA",2007-06-01
8.34,"ZA",2007-07-01
8.37,"ZA",2007-08-01
8.45,"ZA",2007-09-01
8.12,"ZA",2007-10-01
8.19,"ZA",2007-11-01
8.29,"ZA",2007-12-01
8.36,"ZA",2008-01-01
8.69,"ZA",2008-02-01
9.16,"ZA",2008-03-01
9.15,"ZA",2008-04-01
9.51,"ZA",2008-05-01
10.35,"ZA",2008-06-01
10.1,"ZA",2008-07-01
9.2,"ZA",2008-08-01
9.04,"ZA",2008-09-01
9.24,"ZA",2008-10-01
8.58,"ZA",2008-11-01
7.82,"ZA",2008-12-01
7.85,"ZA",2009-01-01
8.26,"ZA",2009-02-01
8.43,"ZA",2009-03-01
8.57,"ZA",2009-04-01
8.7,"ZA",2009-05-01
8.88,"ZA",2009-06-01
9.11,"ZA",2009-07-01
8.8,"ZA",2009-08-01
8.7,"ZA",2009-09-01
9.11,"ZA",2009-10-01
9,"ZA",2009-11-01
9.03,"ZA",2009-12-01
9.24,"ZA",2010-01-01
9.11,"ZA",2010-02-01
8.92,"ZA",2010-03-01
8.75,"ZA",2010-04-01
8.97,"ZA",2010-05-01
8.99,"ZA",2010-06-01
8.78,"ZA",2010-07-01
8.17,"ZA",2010-08-01
7.92,"ZA",2010-09-01
8.03,"ZA",2010-10-01
8.12,"ZA",2010-11-01
8.38,"ZA",2010-12-01
8.52,"ZA",2011-01-01
8.7,"ZA",2011-02-01
8.94,"ZA",2011-03-01
8.73,"ZA",2011-04-01
8.56,"ZA",2011-05-01
8.5,"ZA",2011-06-01
8.55,"ZA",2011-07-01
8.1,"ZA",2011-08-01
8.25,"ZA",2011-09-01
8.41,"ZA",2011-10-01
8.47,"ZA",2011-11-01
8.51,"ZA",2011-12-01
8.4,"ZA",2012-01-01
8.23,"ZA",2012-02-01
8.37,"ZA",2012-03-01
8.28,"ZA",2012-04-01
8.28,"ZA",2012-05-01
8.16,"ZA",2012-06-01
7.52,"ZA",2012-07-01
7.48,"ZA",2012-08-01
7.4,"ZA",2012-09-01
7.67,"ZA",2012-10-01
7.64,"ZA",2012-11-01
7.37,"ZA",2012-12-01
7.26,"ZA",2013-01-01
7.29,"ZA",2013-02-01
7.39,"ZA",2013-03-01
6.97,"ZA",2013-04-01
6.96,"ZA",2013-05-01
7.94,"ZA",2013-06-01
7.97,"ZA",2013-07-01
8.37,"ZA",2013-08-01
8.15,"ZA",2013-09-01
7.87,"ZA",2013-10-01
8.18,"ZA",2013-11-01
8.32,"ZA",2013-12-01
8.48,"ZA",2014-01-01
8.67,"ZA",2014-02-01
8.52,"ZA",2014-03-01
8.41,"ZA",2014-04-01
8.16,"ZA",2014-05-01
8.34,"ZA",2014-06-01
8.25,"ZA",2014-07-01
8.21,"ZA",2014-08-01
8.2,"ZA",2014-09-01
8.06,"ZA",2014-10-01
7.86,"ZA",2014-11-01
7.84,"ZA",2014-12-01
7.39,"ZA",2015-01-01
7.49,"ZA",2015-02-01
15.5,"ES",1980-01-01
15.4,"ES",1980-02-01
15.72,"ES",1980-03-01
15.98,"ES",1980-04-01
15.9,"ES",1980-05-01
15.06,"ES",1980-06-01
15.78,"ES",1980-07-01
16.21,"ES",1980-08-01
16.33,"ES",1980-09-01
16.71,"ES",1980-10-01
16.71,"ES",1980-11-01
16.23,"ES",1980-12-01
16.03,"ES",1981-01-01
16.34,"ES",1981-02-01
16.28,"ES",1981-03-01
15.85,"ES",1981-04-01
15.99,"ES",1981-05-01
15.52,"ES",1981-06-01
14.99,"ES",1981-07-01
15.09,"ES",1981-08-01
15.73,"ES",1981-09-01
15.96,"ES",1981-10-01
16.2,"ES",1981-11-01
15.76,"ES",1981-12-01
15.52,"ES",1982-01-01
15.96,"ES",1982-02-01
15.92,"ES",1982-03-01
16.18,"ES",1982-04-01
15.74,"ES",1982-05-01
16.08,"ES",1982-06-01
16.06,"ES",1982-07-01
16.07,"ES",1982-08-01
16.06,"ES",1982-09-01
16.48,"ES",1982-10-01
16.23,"ES",1982-11-01
15.55,"ES",1982-12-01
15.81,"ES",1983-01-01
15.4,"ES",1983-02-01
15.82,"ES",1983-03-01
16.4,"ES",1983-04-01
17.02,"ES",1983-05-01
16.7,"ES",1983-06-01
16.94,"ES",1983-07-01
17.63,"ES",1983-08-01
17.75,"ES",1983-09-01
18.11,"ES",1983-10-01
18.1,"ES",1983-11-01
17.23,"ES",1983-12-01
17.19,"ES",1984-01-01
16.88,"ES",1984-02-01
17.27,"ES",1984-03-01
17.55,"ES",1984-04-01
17.57,"ES",1984-05-01
17.11,"ES",1984-06-01
16.95,"ES",1984-07-01
16.88,"ES",1984-08-01
16.42,"ES",1984-09-01
15.55,"ES",1984-10-01
14.98,"ES",1984-11-01
13.92,"ES",1984-12-01
13.2,"ES",1985-01-01
13.22,"ES",1985-02-01
13.46,"ES",1985-03-01
13.4,"ES",1985-04-01
13.57,"ES",1985-05-01
13.79,"ES",1985-06-01
14.44,"ES",1985-07-01
